Serial,Aspect,Opinion(List)
306,人间,只能_住_还不错_建议_出差_可以_去_住_
306,人,还不错_建议_出差_可以_去_住_
306,条件,还不错_建议_出差_可以_去_住_
306,人,出差_可以_去_住_
307,地下,当然应该_是_独立经营_骗_不说_要_加房_
307,桑,当然应该_是_独立经营_骗_不说_要_加房_
307,按摩,当然应该_是_独立经营_骗_不说_要_加房_
307,钱,不说_要_加房_
307,钱,
308,房间,太多_不好_
308,蚊子,太多_不好_
308,人性,不好_
308,关怀,不好_
309,家,最差_登记_入住_说_没整理_好_要_等_不是_主动去_问_也没_来_通知_可以_入住_又是_较小_倒无所谓_较重_也罢了_在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,房间,没整理_好_要_等_不是_主动去_问_也没_来_通知_可以_入住_又是_较小_倒无所谓_较重_也罢了_在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,人,来_通知_可以_入住_又是_较小_倒无所谓_较重_也罢了_在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,标准,较小_倒无所谓_较重_也罢了_在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,房间,较小_倒无所谓_较重_也罢了_在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,房间,较重_也罢了_在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,异味,较重_也罢了_在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,关键,在于_闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,房间,闹鼠患_一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,巨响,一看_是_吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,厕所,吊_顶掉_下来_小_块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,水泥,块掉_硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,地,硕大_掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,老鼠,掉_下来_蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,房间,蹿_又爬_回去_碰到_实在扫兴_建议_能_关心_灭绝_
309,宾馆,碰到_实在扫兴_建议_能_关心_灭绝_
309,情况,实在扫兴_建议_能_关心_灭绝_
309,家,能_关心_灭绝_
309,事,灭绝_
309,鼠患,
309,洛阳如家,真是_有_希望_能_争气_
309,王城,真是_有_希望_能_争气_
309,公园,真是_有_希望_能_争气_
309,店,真是_有_希望_能_争气_
309,云泥,希望_能_争气_
309,别,希望_能_争气_
309,省会,希望_能_争气_
309,城市,希望_能_争气_
309,宾馆,希望_能_争气_
310,服务,很好_位于_也高_
310,市中心区,也高_
310,交通,也高_
310,方便,也高_
310,价格,也高_
311,飞机,都没有_只有_所谓_全订死_只能_伸_出去_透气_差点热_死_都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,长沙,都没有_只有_所谓_全订死_只能_伸_出去_透气_差点热_死_都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,酒店,都没有_只有_所谓_全订死_只能_伸_出去_透气_差点热_死_都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,空调,都没有_只有_所谓_全订死_只能_伸_出去_透气_差点热_死_都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,通风口,全订死_只能_伸_出去_透气_差点热_死_都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,窗户,全订死_只能_伸_出去_透气_差点热_死_都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,头,出去_透气_差点热_死_都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,人,都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,酒店,都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,东西,都要_能_碰到_都贴_太恐怖_免费请_住_不住_
311,钱,能_碰到_都贴_太恐怖_免费请_住_不住_
311,手,能_碰到_都贴_太恐怖_免费请_住_不住_
311,东西,都贴_太恐怖_免费请_住_不住_
311,价格,太恐怖_免费请_住_不住_
312,酒店,算满意_同等_应该_还有_更好_不算_高_
312,人民,算满意_同等_应该_还有_更好_不算_高_
312,大街,算满意_同等_应该_还有_更好_不算_高_
312,方面,算满意_同等_应该_还有_更好_不算_高_
312,感觉,算满意_同等_应该_还有_更好_不算_高_
312,长春,同等_应该_还有_更好_不算_高_
312,价位,应该_还有_更好_不算_高_
312,选择,不算_高_
312,酒店,不算_高_
312,性价比,不算_高_
313,行政,套房_还算_满意_仍有_以下_或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,楼,套房_还算_满意_仍有_以下_或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,原则,还算_满意_仍有_以下_或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,看法,或许装修_较久_有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,走道,有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,厨房,有_久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,霉味,久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,厨房,久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,设备,久有_严重泛黄_共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,电梯,共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,住户,共享仅_有时要_等_较久_需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,时间,需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,电梯,需_有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,小,有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,楼梯,有_不方便_是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,居住,是_还算方便_不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,对面,不远_就是_能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,吉之岛五,能_提供_简易_中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,锅具,中_想_更能_符合_反馈_感谢_选择_达_给予_宝贵_
313,套昂,反馈_感谢_选择_达_给予_宝贵_
313,设备,反馈_感谢_选择_达_给予_宝贵_
313,定义,反馈_感谢_选择_达_给予_宝贵_
313,宾馆,反馈_感谢_选择_达_给予_宝贵_
313,事,达_给予_宝贵_
313,酒店,给予_宝贵_
313,酒店,宝贵_
313,建议,
313,酒店,现有_简易_提供_有限_需要_免费提供_使用_
313,厨具,提供_有限_需要_免费提供_使用_
313,数量,有限_需要_免费提供_使用_
313,客人,需要_免费提供_使用_
313,情况,免费提供_使用_
313,锅具,使用_
313,餐具,使用_
313,客人,使用_
313,选择,达_
313,事,达_
313,酒店,
314,地理,靠近_不敢_恭维_
314,位置,靠近_不敢_恭维_
314,王府井,不敢_恭维_
314,茶杯,有_更换_惊愕_把_倒_洗洗_就放回_问_不消毒_毫无_离去_
314,水,更换_惊愕_把_倒_洗洗_就放回_问_不消毒_毫无_离去_
314,通知,更换_惊愕_把_倒_洗洗_就放回_问_不消毒_毫无_离去_
314,服务员,更换_惊愕_把_倒_洗洗_就放回_问_不消毒_毫无_离去_
314,发现,把_倒_洗洗_就放回_问_不消毒_毫无_离去_
314,服务员,把_倒_洗洗_就放回_问_不消毒_毫无_离去_
314,杯子,倒_洗洗_就放回_问_不消毒_毫无_离去_
314,水,倒_洗洗_就放回_问_不消毒_毫无_离去_
314,卫生间,洗洗_就放回_问_不消毒_毫无_离去_
314,水,洗洗_就放回_问_不消毒_毫无_离去_
314,原处,问_不消毒_毫无_离去_
314,杯子,不消毒_毫无_离去_
314,反应,离去_
315,发水,也要_自备_
315,精,同样可以_洗发_就无所谓_
316,日本人,料理_做_那么差_
316,酒店,料理_做_那么差_
316,日本,料理_做_那么差_
316,房间,很旧_早知道_住_
316,锦江,
316,早餐,不好_少_
316,味道,不好_少_
316,品种,少_
316,房间,
316,性价比,
317,天府丽,都喜来登_不错_
317,饭店,不错_
317,价格,比较实惠_
317,硬件,绝对够_
317,五星,
317,标准,
317,环境,很好_
317,行李,很友好_靠近_绝对是_
317,人,很友好_靠近_绝对是_
317,位置,靠近_绝对是_
317,人民,绝对是_
317,广场,绝对是_
317,黄金,
317,地段,
317,门口,是_要_注意_
317,路,是_要_注意_
317,单行线,要_注意_
318,客户,到_比较方便_接送_临近_比较好_一样_比较满意_
318,酒店,比较方便_接送_临近_比较好_一样_比较满意_
318,公寓,比较方便_接送_临近_比较好_一样_比较满意_
318,地理,比较方便_接送_临近_比较好_一样_比较满意_
318,位置,比较方便_接送_临近_比较好_一样_比较满意_
318,苏州,比较好_一样_比较满意_
318,乐园,比较好_一样_比较满意_
318,环境,比较好_一样_比较满意_
318,家,一样_比较满意_
318,感觉,比较满意_
318,总体,比较满意_
318,问题,让_有所_是_不是_出_错_
318,怀疑,是_不是_出_错_
318,判断,出_错_
318,问题,是_没_上网_要_发_早早回到_工作_却上_不了_只好打_沟通_忙到_
318,国外,没_上网_要_发_早早回到_工作_却上_不了_只好打_沟通_忙到_
318,总部,没_上网_要_发_早早回到_工作_却上_不了_只好打_沟通_忙到_
318,CEO,没_上网_要_发_早早回到_工作_却上_不了_只好打_沟通_忙到_
318,房间,没_上网_要_发_早早回到_工作_却上_不了_只好打_沟通_忙到_
318,办法,上网_要_发_早早回到_工作_却上_不了_只好打_沟通_忙到_
318,加拿大,发_早早回到_工作_却上_不了_只好打_沟通_忙到_
318,文件,早早回到_工作_却上_不了_只好打_沟通_忙到_
318,晚餐,早早回到_工作_却上_不了_只好打_沟通_忙到_
318,房间,工作_却上_不了_只好打_沟通_忙到_
318,结果,却上_不了_只好打_沟通_忙到_
318,网,只好打_沟通_忙到_
318,电话,沟通_忙到_
318,解释,忙到_
318,深夜,
318,密码,台翻_打印_出_A_简单看_发现_需要_建立_设置_略懂_都要_有点担心_操作_不来_
318,操作,台翻_打印_出_A_简单看_发现_需要_建立_设置_略懂_都要_有点担心_操作_不来_
318,账册,打印_出_A_简单看_发现_需要_建立_设置_略懂_都要_有点担心_操作_不来_
318,4纸,简单看_发现_需要_建立_设置_略懂_都要_有点担心_操作_不来_
318,大小,简单看_发现_需要_建立_设置_略懂_都要_有点担心_操作_不来_
318,说明,简单看_发现_需要_建立_设置_略懂_都要_有点担心_操作_不来_
318,计算机,略懂_都要_有点担心_操作_不来_
318,步骤,略懂_都要_有点担心_操作_不来_
318,复杂,略懂_都要_有点担心_操作_不来_
318,计算机,都要_有点担心_操作_不来_
318,老板,无_告诉_还是_没法连接_到_
318,精打采,告诉_还是_没法连接_到_
318,网络,
318,情形,很没有_
318,面子,
318,退房,解释_说_有_可以_直接上网_设置_很无奈_不能_事先说明_是_设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,酒店,解释_说_有_可以_直接上网_设置_很无奈_不能_事先说明_是_设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,房间,可以_直接上网_设置_很无奈_不能_事先说明_是_设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,需要,设置_很无奈_不能_事先说明_是_设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,手工,设置_很无奈_不能_事先说明_是_设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,老外,是_设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,计算机,是_设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,意大利文,设置_起来_又要_懂_又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,计算机,又要_懂_不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,语言,不能_自找_给_安排_直接可以_上网_早点建立_彻底解决_
318,麻烦,给_安排_直接可以_上网_早点建立_彻底解决_
318,房间,早点建立_彻底解决_
318,建议,早点建立_彻底解决_
318,WIFI,彻底解决_
318,连接,彻底解决_
318,问题,
318,原因,入住_要_刷卡_多押_十分不满_说_去_会_有_不是_只押_这样去_做_这样做_是_不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,房费,十分不满_说_去_会_有_不是_只押_这样去_做_这样做_是_不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,国家,会_有_不是_只押_这样去_做_这样做_是_不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,中国,会_有_不是_只押_这样去_做_这样做_是_不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,酒店,不是_只押_这样去_做_这样做_是_不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,酒店,只押_这样去_做_这样做_是_不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,卡号,这样去_做_这样做_是_不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,人格,不信任_发达_不会_入住_要求_刷卡_而且是_远超过_
318,国家,不会_入住_要求_刷卡_而且是_远超过_
318,押现金,而且是_远超过_
318,房价,
318,金额,
318,惯例,还是_都一样_不是_还是觉得_不舒服_
318,中国人,还是_都一样_不是_还是觉得_不舒服_
318,外国人,都一样_不是_还是觉得_不舒服_
318,外国人,还是觉得_不舒服_
318,歧视,还是觉得_不舒服_
318,心理,还是觉得_不舒服_
318,观念,
318,落后,
318,信用,
318,落后,
318,工作,延住_再次要求_补刷_只要求_加_也许是_给_太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,需要,延住_再次要求_补刷_只要求_加_也许是_给_太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,要求,延住_再次要求_补刷_只要求_加_也许是_给_太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,酒店,再次要求_补刷_只要求_加_也许是_给_太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,差额,只要求_加_也许是_给_太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,房价,也许是_给_太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,不满,给_太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,酒店,太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,人员,太大_最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,压力,最后说_也可以_不用_刷_真的发火_是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,规则,是_随便定_随便执行_可以_刷_也可以_不刷_这算_都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,卡,都拿_出来_这样收_回去_恐怕_也要_再次被_激起_又刷_
318,老板,也要_再次被_激起_又刷_
318,怒气,也要_再次被_激起_又刷_
318,问题,又来_
318,手,有_超过_于是被_要求_再刷_解释_是_不能_消费_超过_授权_
318,签单,超过_于是被_要求_再刷_解释_是_不能_消费_超过_授权_
318,费用,超过_于是被_要求_再刷_解释_是_不能_消费_超过_授权_
318,签单,于是被_要求_再刷_解释_是_不能_消费_超过_授权_
318,钱,于是被_要求_再刷_解释_是_不能_消费_超过_授权_
318,授权,授权_
318,中刷,
318,现金,
318,着手,消费_几乎绝望_实在搞_不懂_这么简单_居然被_弄得_这么复杂_
318,授权,消费_几乎绝望_实在搞_不懂_这么简单_居然被_弄得_这么复杂_
318,授权,消费_几乎绝望_实在搞_不懂_这么简单_居然被_弄得_这么复杂_
318,消费,消费_几乎绝望_实在搞_不懂_这么简单_居然被_弄得_这么复杂_
318,老外,几乎绝望_实在搞_不懂_这么简单_居然被_弄得_这么复杂_
318,事情,居然被_弄得_这么复杂_
318,麻烦,
319,价格,不低_不高_糟糕_很小_早餐难吃_感觉_
319,档次,不高_糟糕_很小_早餐难吃_感觉_
319,环境,糟糕_很小_早餐难吃_感觉_
319,大厅,很小_早餐难吃_感觉_
319,房间,早餐难吃_感觉_
320,酒店,蛮有_接机_服务_让_不设防_扎进_租车_
320,经济,接机_服务_让_不设防_扎进_租车_
320,头脑,接机_服务_让_不设防_扎进_租车_
320,滴,接机_服务_让_不设防_扎进_租车_
320,窝心,服务_让_不设防_扎进_租车_
320,人,不设防_扎进_租车_
320,旅游,
320,队伍,
320,驴友,可要_吸取_该_杀价_就杀价_不能_心_软_就换_心疼_
320,经验,该_杀价_就杀价_不能_心_软_就换_心疼_
320,银子,
321,酒店,差_对待_不热情_
321,服务,差_对待_不热情_
321,客人,不热情_
321,携程,没有预定_
321,客人,求_一定得_住_
321,宾馆,不会_入住_
322,酒店,不错_住_有_一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,地理,不错_住_有_一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,位置,不错_住_有_一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,面对员,住_有_一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,当湖,住_有_一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,房,有_一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,面,一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,窗户,一边可以_看海_可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,边,可以_看员_很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,当湖,很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,尤其是员,很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,当湖,很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,夜景,很漂亮_有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,房间,有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,设施,有些旧_毕竟是_开业_有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,房间,有_免费_免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,水果,免费_很是_惹_漂亮_很；_6F_住_免费开放_
322,矿泉水,很是_惹_漂亮_很；_6F_住_免费开放_
322,大门口,很是_惹_漂亮_很；_6F_住_免费开放_
322,LED电子,很是_惹_漂亮_很；_6F_住_免费开放_
322,屏幕,很是_惹_漂亮_很；_6F_住_免费开放_
322,眼,漂亮_很；_6F_住_免费开放_
322,健身房,住_免费开放_
322,游泳池,住_免费开放_
322,店,免费开放_
322,客人,免费开放_
322,员工,很不错_从进_就有_问候_很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,素质,很不错_从进_就有_问候_很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,服务,很不错_从进_就有_问候_很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,酒店,就有_问候_很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,大门,就有_问候_很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,门童,问候_很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,总台,很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,客房,很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,服务员,很热情_主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,退房,主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,宾客,主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,关系,主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,主任,主动来_询问_征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,住店,征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,感受,征求_很听_说_要_装修_期待_包含_很丰盛_挺好_
322,意见,很听_说_要_装修_期待_包含_很丰盛_挺好_
322,感觉,很听_说_要_装修_期待_包含_很丰盛_挺好_
322,客户,说_要_装修_期待_包含_很丰盛_挺好_
322,关系,说_要_装修_期待_包含_很丰盛_挺好_
322,主任,说_要_装修_期待_包含_很丰盛_挺好_
322,ing......,包含_很丰盛_挺好_
322,房间,包含_很丰盛_挺好_
322,价格,包含_很丰盛_挺好_
322,早餐,很丰盛_挺好_
322,品种,挺好_
322,口味,挺好_
322,钱,挺值_加_选_随意煲_打_直拨_还便宜_省_长_入住_正好有_办_很热闹_听_说有_
322,钱,选_随意煲_打_直拨_还便宜_省_长_入住_正好有_办_很热闹_听_说有_
322,国内,随意煲_打_直拨_还便宜_省_长_入住_正好有_办_很热闹_听_说有_
322,长话,随意煲_打_直拨_还便宜_省_长_入住_正好有_办_很热闹_听_说有_
322,优惠,打_直拨_还便宜_省_长_入住_正好有_办_很热闹_听_说有_
322,比IP,还便宜_省_长_入住_正好有_办_很热闹_听_说有_
322,电话,还便宜_省_长_入住_正好有_办_很热闹_听_说有_
322,国内,长_入住_正好有_办_很热闹_听_说有_
322,话费,入住_正好有_办_很热闹_听_说有_
322,时候,正好有_办_很热闹_听_说有_
322,人,办_很热闹_听_说有_
322,婚宴,很热闹_听_说有_
322,大堂人来人往,很热闹_听_说有_
322,客人,
323,市内,打车_要_偏远_不过到_才发现_不错_比较满意_
323,环境,不错_比较满意_
324,期间,订_豪华_到_一看_豪华_一样_还是_位_开阔_还放_
324,电话,订_豪华_到_一看_豪华_一样_还是_位_开阔_还放_
324,单间,到_一看_豪华_一样_还是_位_开阔_还放_
324,套房,一样_还是_位_开阔_还放_
324,厅,位_开阔_还放_
324,视野,开阔_还放_
324,客厅,还放_
324,介绍,
324,洛阳,
324,旅游,
324,书,
324,酒店,也可以_只有_
324,地理,也可以_只有_
324,位置,也可以_只有_
324,龙门,只有_
324,石窟,只有_
324,市,
324,中心,
324,不足,就是_稍旧_
324,酒店,稍旧_
324,设施,稍旧_
325,瑞吉,红塔是_老_首选_是_最好_非常舒服_很讲究_
325,公司,老_首选_是_最好_非常舒服_很讲究_
325,客户,首选_是_最好_非常舒服_很讲究_
325,房间,是_最好_非常舒服_很讲究_
325,设施,是_最好_非常舒服_很讲究_
325,附近,最好_非常舒服_很讲究_
325,办公,非常舒服_很讲究_
325,家具,非常舒服_很讲究_
325,卫生间,很讲究_
325,装修,很讲究_
325,布置,很讲究_
326,房间,很旧_很差_就换_
326,酒店,
326,星,
326,标准,
326,宾馆,反馈_请_提出_具体_尽力完善_改正_谢谢_
326,方面,尽力完善_改正_谢谢_
327,春节,入住_非常到位_还算不错_希望_能够_实现_这样会_吸引_
327,特价,入住_非常到位_还算不错_希望_能够_实现_这样会_吸引_
327,房,非常到位_还算不错_希望_能够_实现_这样会_吸引_
327,晚餐,非常到位_还算不错_希望_能够_实现_这样会_吸引_
327,服务,非常到位_还算不错_希望_能够_实现_这样会_吸引_
327,酒店,还算不错_希望_能够_实现_这样会_吸引_
327,设施,还算不错_希望_能够_实现_这样会_吸引_
327,春节,希望_能够_实现_这样会_吸引_
327,价位,希望_能够_实现_这样会_吸引_
327,酒店,能够_实现_这样会_吸引_
327,春节,这样会_吸引_
327,特价,这样会_吸引_
327,常态化,这样会_吸引_
327,旅客,
328,服务,很差_需要_相当_才能_把_打开_而没_主动提_叫_开_开_就走_
328,房间,需要_相当_才能_把_打开_而没_主动提_叫_开_开_就走_
328,钥匙,需要_相当_才能_把_打开_而没_主动提_叫_开_开_就走_
328,技巧,才能_把_打开_而没_主动提_叫_开_开_就走_
328,门,打开_而没_主动提_叫_开_开_就走_
328,人,主动提_叫_开_开_就走_
328,服务员,开_开_就走_
328,人,来_开_请教_才把_告诉_
328,服务,才把_告诉_
328,人员,才把_告诉_
328,方法,告诉_
328,星,预授_却刷_不出_搞_又刷走_预授_继续_冻结_很差_
328,宾馆,预授_却刷_不出_搞_又刷走_预授_继续_冻结_很差_
328,总台,预授_却刷_不出_搞_又刷走_预授_继续_冻结_很差_
