Serial,Aspect,Opinion(List)
236,ntu.nlp.component.WordWithEmotion@727b89c0,坏_不上_是_包括_说_糟透_很差_上网_再考虑_不会_有_很差_很脏_用_好_都没有_昏暗_订_
237,ntu.nlp.component.WordWithEmotion@c90d6f8,小_可以_看见_有_打开_
238,ntu.nlp.component.WordWithEmotion@79113a39,挂_有_
239,ntu.nlp.component.WordWithEmotion@5a05b247,非常好_一直用_
240,ntu.nlp.component.WordWithEmotion@2bfb817d,出现_就把_用_不能_坏_每次冲_掉_很宝贵_应该_还是_自动_是_还可以_就是_有点旧_流_节约_浪费_不断_
241,ntu.nlp.component.WordWithEmotion@cf24c1a,豪华_好_太小_太草率_服务_不好_还不错_不错_
242,ntu.nlp.component.WordWithEmotion@77624599,只有_直呼其名_到_是_一看_说_在叫_还臭_是_所谓_很小_应该_只能_买_住_用_登记_成_甚至可能_违章_到_洗_后续改建_是_是_
243,ntu.nlp.component.WordWithEmotion@54c77d0a,最好_给_说_应该_是_加分_
244,ntu.nlp.component.WordWithEmotion@74e24701,也没_可以_是_吃饭_比较偏_
245,ntu.nlp.component.WordWithEmotion@33a3ce9a,是_全是_开门_相当差_进出_直接排到_说_也没有_居然小_澡弄_大_要_洗_
246,ntu.nlp.component.WordWithEmotion@4750faf2,可以_比较偏_吃饭_也没_是_
247,ntu.nlp.component.WordWithEmotion@158b4a72,较贵_比较陈旧_算是_
248,ntu.nlp.component.WordWithEmotion@6bc48d6a,很好_不错_服务_优越_
249,ntu.nlp.component.WordWithEmotion@3520616c,不错_说_住_就好_再便宜_太高_住_订_值得_还会_来_再谈_希望_能_是_
250,ntu.nlp.component.WordWithEmotion@60dc14b3,很好_很近_
251,ntu.nlp.component.WordWithEmotion@10d32573,差_停车_太处于_不方便_尤其脱离_很多_感觉_有_
252,ntu.nlp.component.WordWithEmotion@163fa9a6,非常好_入住_都不错_
253,ntu.nlp.component.WordWithEmotion@2d9adcb3,处在_还可以_还是_可怜_本来是_住_而且放洗_透_建_排水_也小_卫生间糟糕_都没有_左肩膀靠_是_结果是_开业_靠_最好_发液_坐_想_只有_可想而知_不畅_
254,ntu.nlp.component.WordWithEmotion@120f8329,很好_
255,ntu.nlp.component.WordWithEmotion@386c0202,办事_住_没有_却是_最差劲_于是订_是_美化_
256,ntu.nlp.component.WordWithEmotion@3af7ee3e,很好_较小_很大_有_还好_老旧_有_
257,ntu.nlp.component.WordWithEmotion@6b3a46b0,没_非常好_去_是_免费长途_理论_是_要_１００元_最值得_来_肯定_多要_太小_去_是_
258,ntu.nlp.component.WordWithEmotion@3ef703cf,不好_
259,ntu.nlp.component.WordWithEmotion@4b1b2b54,差不多大_小_如何区分_普通_安心休息_是_结果安排_说_如何让_
260,ntu.nlp.component.WordWithEmotion@64b9be51,很少_童似_也没有_不如_不见_看_看_自顾自聊天说话_
261,ntu.nlp.component.WordWithEmotion@5e7deb80,属于_服务_还贵_差远_星级_很差_无法忍耐_不会_住_
262,ntu.nlp.component.WordWithEmotion@1cf050f7,把_要_不新鲜_是_说_才起_插_没有断_下来_拍_都是_最搞笑_这么做_
263,ntu.nlp.component.WordWithEmotion@655396f8,找_很干净_就是_特别好_不算是_
264,ntu.nlp.component.WordWithEmotion@52dca7c0,就打_扩建_都是_不错_去_在改建_还行_这么长_
265,ntu.nlp.component.WordWithEmotion@148958c0,不满_改进_不是_比较令_能够_比较一般_很好_是_希望_不理想_
266,ntu.nlp.component.WordWithEmotion@4521afc8,去_不远_可以_不错_无聊_看看_就是_
267,ntu.nlp.component.WordWithEmotion@269b96ed,没有达到_
268,ntu.nlp.component.WordWithEmotion@30d1b568,租给_就把_说_要_太有_续房_满_没走_没有_订_
269,ntu.nlp.component.WordWithEmotion@17dcd7e2,同时结账_是_看到_
270,ntu.nlp.component.WordWithEmotion@23e142ab,无法入睡_有_还不错_太多_
271,ntu.nlp.component.WordWithEmotion@19dffaf4,新_不错_都是_
272,ntu.nlp.component.WordWithEmotion@3fd4b671,不住_
273,ntu.nlp.component.WordWithEmotion@2615d574,先洗澡_不着_还是_只有_结果说_似乎是_不知道_后改造_也是_打车_是_很方便_怎么_淋浴_堵_很阴冷_住_吃饭_不贵_很烂_安排_不着_是_全是_配套_恶心无比_闪闪发亮_步行_来_宁愿加_脏渍斑驳_是_太冷_
274,ntu.nlp.component.WordWithEmotion@6370c634,稍微有_办事_还算_方便_住_吵_都有_就是_
275,ntu.nlp.component.WordWithEmotion@e4b2ed,连亲_上下班_要_还有_爱_计算_不理_搭_太差_很多_见_下楼_这样_再住_是_不会_
276,ntu.nlp.component.WordWithEmotion@269ee610,到_就看到_小_晚点_没有_一拐_很温馨_
277,ntu.nlp.component.WordWithEmotion@a12383f,都是_不错_新_
278,ntu.nlp.component.WordWithEmotion@322ab543,尚可_差_远远看_要_没有_预期_只能_
279,ntu.nlp.component.WordWithEmotion@11e25b70,较远_不利于_还是不错_
280,ntu.nlp.component.WordWithEmotion@23e11f3c,没有_炒_有_声称_上_很远_光打_不敢_但生_有_不新鲜_就要_说_说_喝_较贵_炒_却有_应_非要_改点_没有_应_非常差_
281,ntu.nlp.component.WordWithEmotion@10c9ae8b,超大_总_
282,ntu.nlp.component.WordWithEmotion@28e23049,不灵_简约型_非常一般_极冷_调节_关掉_都是_只能_睡_因此感冒_再去_不会_廉价_是_布置_
283,ntu.nlp.component.WordWithEmotion@19d01d97,准备_离开_吃饭_说_成心坑_问_收拾_回_
284,ntu.nlp.component.WordWithEmotion@2e46b1be,也不错_下次到_住_还会_不错_选择_
285,ntu.nlp.component.WordWithEmotion@233f48ae,很好_
286,ntu.nlp.component.WordWithEmotion@fbca996,停车位_有_停车_紧张_少_不错_就是_很好_
287,ntu.nlp.component.WordWithEmotion@2b21beec,无疑是_
288,ntu.nlp.component.WordWithEmotion@347d8e13,将包_特别要_感谢_很感谢_吃完_很快_送到_总_很高_要_小包留_打_很满意_表扬_遇到_大_
289,ntu.nlp.component.WordWithEmotion@1efa9c51,比较乱_都有_
290,ntu.nlp.component.WordWithEmotion@572c99ba,开业_可能_反馈_入住_凉_高_冷_停业_觉_让_首先感谢_不着_会_较大_暖和_潮湿_带来_睡_深感_还说_不足_有_提出_
291,ntu.nlp.component.WordWithEmotion@3120af0c,还是可以_比较老_
292,ntu.nlp.component.WordWithEmotion@58c45606,打_偏贵_有_不方便_要_招呼_走_
293,ntu.nlp.component.WordWithEmotion@41ebd171,到_进行_预定_没有进行_只有_告诉_预定_
294,ntu.nlp.component.WordWithEmotion@61037386,住_还算_稍微有_吵_就是_方便_办事_都有_
295,ntu.nlp.component.WordWithEmotion@2995942c,很好_比较有_不错_
296,ntu.nlp.component.WordWithEmotion@1b32ea08,免费上网_修_很大_不能_不提供_飞常好_是_装_理解_
297,ntu.nlp.component.WordWithEmotion@2ba2c12b,宽敞_还说_过去_比较干静_
298,ntu.nlp.component.WordWithEmotion@4a38046e,是_且无_更好_进去_一开门_可能_不值_会_浓厚_
299,ntu.nlp.component.WordWithEmotion@23aaf7d3,提供_收费_还是不错_上网_太符合_不愧是_还要_很棒_就是_
300,ntu.nlp.component.WordWithEmotion@2d744ff0,很整洁_相当不错_
301,ntu.nlp.component.WordWithEmotion@2f2c2ce0,不灵_只能_是_简约型_再去_廉价_非常一般_睡_布置_都是_不会_极冷_关掉_因此感冒_调节_
302,ntu.nlp.component.WordWithEmotion@7d363e51,一般般_去_还可以_差_
303,ntu.nlp.component.WordWithEmotion@7435780f,
304,ntu.nlp.component.WordWithEmotion@625d5c63,赞_有_
305,ntu.nlp.component.WordWithEmotion@5f5c9a08,太多_太脏比三亚_很旧_很好_很美_差_就是_很晒_好难吃_不好_看海_是_很响_很进_太制_到处是_
306,ntu.nlp.component.WordWithEmotion@3884b421,建议_出差_容易找_开车_住_去_就找到_不是_很准确_可以_还不错_提供_只能_住_不错_
307,ntu.nlp.component.WordWithEmotion@104dff84,独立经营_加房_当然应该_骗_是_不说_要_
308,ntu.nlp.component.WordWithEmotion@70c23b78,不好_太多_
309,ntu.nlp.component.WordWithEmotion@5fce7d1d,块掉_能_没整理_也没_闹鼠患_倒无所谓_说_实在扫兴_好_顶掉_通知_也罢了_最差_等_回去_又是_问_入住_灭绝_一看_入住_下来_关心_较小_可以_登记_建议_要_不是_碰到_吊_又爬_小_在于_较重_来_下来_掉_硕大_是_主动去_蹿_
310,ntu.nlp.component.WordWithEmotion@6d782c0e,位于_也高_很好_
311,ntu.nlp.component.WordWithEmotion@6c948347,住_只能_透气_出去_差点热_只有_太恐怖_能_不住_所谓_都没有_伸_都贴_都要_免费请_全订死_死_碰到_
312,ntu.nlp.component.WordWithEmotion@a36e202,还有_高_更好_算满意_应该_不算_同等_
313,ntu.nlp.component.WordWithEmotion@192ff68b,中_以下_想_感谢_共享仅_选择_需_仍有_有时要_反馈_是_较久_给予_久有_满意_还算_宝贵_等_有_或许装修_提供_还算方便_符合_套房_不远_有_能_简易_严重泛黄_更能_就是_不方便_较久_达_
314,ntu.nlp.component.WordWithEmotion@1be32c98,不敢_恭维_靠近_
315,ntu.nlp.component.WordWithEmotion@5f84bd75,也要_自备_
316,ntu.nlp.component.WordWithEmotion@3b27d51,做_料理_那么差_
317,ntu.nlp.component.WordWithEmotion@3b4152bc,都喜来登_不错_
318,ntu.nlp.component.WordWithEmotion@3d9ed308,到_比较好_比较方便_临近_比较满意_一样_接送_
319,ntu.nlp.component.WordWithEmotion@630d1d3,感觉_不高_糟糕_早餐难吃_很小_不低_
320,ntu.nlp.component.WordWithEmotion@6f1f76d1,租车_蛮有_接机_让_服务_扎进_不设防_
321,ntu.nlp.component.WordWithEmotion@7ab1cc55,不热情_对待_差_
322,ntu.nlp.component.WordWithEmotion@2ede1f61,很；_看员_有些旧_住_免费_可以_开业_很漂亮_漂亮_6F_有_看海_一边可以_不错_惹_有_住_毕竟是_免费开放_免费_很是_
323,ntu.nlp.component.WordWithEmotion@78de3150,不过到_偏远_才发现_打车_不错_要_比较满意_
324,ntu.nlp.component.WordWithEmotion@4377b92e,豪华_一样_到_豪华_一看_还是_还放_位_开阔_订_
325,ntu.nlp.component.WordWithEmotion@691e9d9c,老_很讲究_非常舒服_首选_最好_是_红塔是_
326,ntu.nlp.component.WordWithEmotion@58fda2ae,很差_很旧_就换_
327,ntu.nlp.component.WordWithEmotion@73c37b26,非常到位_能够_希望_实现_入住_吸引_这样会_还算不错_
328,ntu.nlp.component.WordWithEmotion@26ca372a,开_相当_就走_把_主动提_叫_开_需要_很差_而没_才能_打开_
329,ntu.nlp.component.WordWithEmotion@25ebba4b,走_好找_打车_进去_要_不好_
330,ntu.nlp.component.WordWithEmotion@1713a560,贵_太有_入_住_比较简陋_
331,ntu.nlp.component.WordWithEmotion@ace4d76,太差_不好_在震_接_还要_就休息_
332,ntu.nlp.component.WordWithEmotion@6e3f8384,放_更好_便宜_又小_玩_可以_又大_说_写_都没_只有_又便宜_把_住别_提前预定_去_敢_失望_太多_都是_建议_留着_又好_又好_
333,ntu.nlp.component.WordWithEmotion@bd387a8,很好_很不错_
334,ntu.nlp.component.WordWithEmotion@6c6f2ca8,很一般_恭维_不敢_是_
335,ntu.nlp.component.WordWithEmotion@76dd0135,可以_服务_
336,ntu.nlp.component.WordWithEmotion@277a7b8a,小且有_不方便_太远_新_
337,ntu.nlp.component.WordWithEmotion@5a44b545,最好_有_
338,ntu.nlp.component.WordWithEmotion@54d8f34f,居然收费_人工_打死_再住_
339,ntu.nlp.component.WordWithEmotion@6f4df30d,有_很方便_背_又是_可以_不是_就算_太认识_
340,ntu.nlp.component.WordWithEmotion@66901391,太差_耽误_永远发_换_不出_打_不开_
341,ntu.nlp.component.WordWithEmotion@7cf4c931,不到_赣电_勉强入住_定_
342,ntu.nlp.component.WordWithEmotion@2ac4f00e,明确_说_过_显得_可以_携程_可能_再见_out_便利_订_去_很诚恳_未收到_给予_相比_好_能够_吝啬于_很大_啥吃_订_不过要_矩_联系_几乎没_有_超过_最差_比较深_吃_随便叫_让_肯定知道_再见_类似_吃_能够_也是_值得_吹毛求疵_叫_类似_似乎有_帮_寒碜_旧_出_
343,ntu.nlp.component.WordWithEmotion@676c3d11,加床_到_建议_不答应_分明_解决_能_说_真是_发现_提前_有_不能_都搬_并且定_别去_才加进_告诉_就定好_后来打_不给_解决_帮忙_不愉快_就是_才得到_空_就是_能_没_加_沟通_出去_得到_加床_非常差_不能_大_把_不开心_不好_开_闯_
344,ntu.nlp.component.WordWithEmotion@731d5c22,相当不错_优越_
345,ntu.nlp.component.WordWithEmotion@c8bf739,游玩_选择_入住_来_很便利_听说_
346,ntu.nlp.component.WordWithEmotion@3913c59e,才知道_是_星级_怪_怪怪_比较早期_属于_有_就取_合作_不得_
347,ntu.nlp.component.WordWithEmotion@41132558,没得_没有_选择_
348,ntu.nlp.component.WordWithEmotion@4ff8d5c8,是_付_带_进_同往_需要_就知道_
349,ntu.nlp.component.WordWithEmotion@599b667c,不是_很大_很有_
350,ntu.nlp.component.WordWithEmotion@696584d9,
351,ntu.nlp.component.WordWithEmotion@7f4f89e,相当到位_就是_太好_很不错_不太好_
352,ntu.nlp.component.WordWithEmotion@63ee5126,低俗_不够_甚至有_不注意_精致_不耐看_还以为_进_不够_装修_
353,ntu.nlp.component.WordWithEmotion@3311c90b,升_说_还是_要_是_
354,ntu.nlp.component.WordWithEmotion@54a60b5e,相当实惠_可口_处_只是搭乘_不多_比较不便_不错_
355,ntu.nlp.component.WordWithEmotion@613473bc,很不错_
356,ntu.nlp.component.WordWithEmotion@3a9a6d7f,可以_都听_非常差_得到_接受_很大_
357,ntu.nlp.component.WordWithEmotion@708acae7,很好_有_少_不错_就是_紧张_停车_停车位_
358,ntu.nlp.component.WordWithEmotion@280f3d6a,是_不是_一样_住_
359,ntu.nlp.component.WordWithEmotion@890eb2,但去_适中_就是_是_还可以_到位_比较低_不缺_办事_最边上_自助式_还是不错_比较有限_较差_还算_是_最方便_比较少_入_
360,ntu.nlp.component.WordWithEmotion@2623c864,就是_比较先进_突然没有_会_
361,ntu.nlp.component.WordWithEmotion@773930cb,在修_告诉_纸记_别说_没_连坐_早上吃_不知_当埸小便_不能_吃_该_只住_看_就说_会_拿单_不看_住_没_是_要_好_管_说_不会_有_
362,ntu.nlp.component.WordWithEmotion@4bb29c93,不如_看_也没有_自顾自聊天说话_很少_看_童似_不见_
363,ntu.nlp.component.WordWithEmotion@3b459db8,最好_属于_不错_
364,ntu.nlp.component.WordWithEmotion@5775b96e,较差_极其不便_
365,ntu.nlp.component.WordWithEmotion@71e1119d,很小_上当_贵_小_住_属于_很舒服_多能够_去_不好_好_三星级_有_取缔_上_是_认为_
366,ntu.nlp.component.WordWithEmotion@6f4b94d3,是_非常到位_提供_
367,ntu.nlp.component.WordWithEmotion@4b17e1ba,没有_不知道_没有_却搞出_到达_做_是_再考虑_不要_却反馈_入住_挂靠_是_却被_不会_不到_给_怎么管理_反馈_不真实_已经没有_明明是_告知_预订_
368,ntu.nlp.component.WordWithEmotion@ce4a0da,发现_带去_惊醒_正在肯_一开_才跑_一入_住_被_还以为_是_咯吱_对视_咯吱_还不错_不好_觉_小_还可以_
369,ntu.nlp.component.WordWithEmotion@75fc4ed2,蛮横拒绝_打折_提出_有_去_破烂_根香烧_不堪_只住_感觉_忍_交涉_出门_用_让_把_发现_极差_总_能_下来_旧_完全是_类似_伤_错_发现_想想_碰到_扫地_是_串门_入住_换_住_上来_更让_气愤_就涌_总_反而出口_
370,ntu.nlp.component.WordWithEmotion@79af982,考虑_住时_可能_没有_再住_影响_报修_出_不小于_职业_专业_有_使_整夜发出_希望_还会_相当不错_得到_总_特提醒_没有_下水_不够_这牵涉_到_服务_可能_良性发展_会_
371,ntu.nlp.component.WordWithEmotion@4f72c9b4,感觉_不错_有所_
372,ntu.nlp.component.WordWithEmotion@7918712b,老旧_听_给_谢谢_只有_订_不能_不懂_真是_改_以为_说_岂有此理_会_明明有_却告_改正_反馈_干净_宝贵_豪华_才更换_
373,ntu.nlp.component.WordWithEmotion@33adfc29,服务_不错_就是_好_太热_值得_
374,ntu.nlp.component.WordWithEmotion@63860240,比较合理_
375,ntu.nlp.component.WordWithEmotion@72fdeacb,值_很人性化.呵呵_碰到_撒_早餐不错_使用_没有提到_预定_不能_
376,ntu.nlp.component.WordWithEmotion@7c41f067,够_就能_就是_也不错_还算新_够大_不错_也不错_就是_送_非常满意_服务_自助_非常舒服_
377,ntu.nlp.component.WordWithEmotion@4d0e39ec,是_休息_都是_不知道_都一清二楚_都有_住_很差_有_是_不用_
378,ntu.nlp.component.WordWithEmotion@60fcdc79,就是_更优惠_还是_选去_但愿_能_选来_很贵_还是_很无可挑剔_谈下_
379,ntu.nlp.component.WordWithEmotion@78eebdad,说_很好_才入住_
380,ntu.nlp.component.WordWithEmotion@1e6e6e2,无疑是_
381,ntu.nlp.component.WordWithEmotion@5e400067,很简陋_一般_未_陈旧_就是_
382,ntu.nlp.component.WordWithEmotion@3bda9a88,比较便捷_逛_比较方便_
383,ntu.nlp.component.WordWithEmotion@cd7756b,就推荐_来_让_离_想想_
384,ntu.nlp.component.WordWithEmotion@155dca63,旋转_比较好_觉得_住_好像是_满_服务_有_还满_不错_
385,ntu.nlp.component.WordWithEmotion@4092348a,较差_还可以_太高_服务_慢_
386,ntu.nlp.component.WordWithEmotion@3eb77124,主要是_很方便_能_很好_
387,ntu.nlp.component.WordWithEmotion@7d6512a6,不方便_有点旧_服务_不到位_超难_
388,ntu.nlp.component.WordWithEmotion@76ab909a,太刺激_不是_奇_挂_还要_能_发出_都住_上网_怪怪_交_上网_快_主要是_怪_不停_
389,ntu.nlp.component.WordWithEmotion@79a2ab53,到_住_有_感觉_不错_考虑_略显贵_
390,ntu.nlp.component.WordWithEmotion@269e1488,太陈旧_还可以_服务_太先进_
391,ntu.nlp.component.WordWithEmotion@54560086,去_应该_怎么可以_怕_就是_起来_不堪入目_乱摁_只有把_反思_器藏_一打开_
392,ntu.nlp.component.WordWithEmotion@5a3c88ab,几乎没有_住_看到_烧_很远_超难打_想_打_都要_吃_吃_又少_去_老旧_号称_没有_非常贵_可以_附带_说_不好吃_很低档_
393,ntu.nlp.component.WordWithEmotion@3c30c0d5,恐怕是_到_蛮精致_狭小_但是有_不合格_不周_还是_掩盖_烧_很重_不足_
394,ntu.nlp.component.WordWithEmotion@24c3fed2,很浓_感觉_有_
395,ntu.nlp.component.WordWithEmotion@3f8e9fd9,繁华_还是可以_不贵_不是_可能_
396,ntu.nlp.component.WordWithEmotion@2ca08028,总_特重_是_不行_订_还过_最小_给_不符合_去_只有_要求_见_
397,ntu.nlp.component.WordWithEmotion@5d3dd8fb,还是_显得_有些陈旧_
398,ntu.nlp.component.WordWithEmotion@7707690,网_感到_
399,ntu.nlp.component.WordWithEmotion@6877ebc0,推荐_星级_住_得知_
400,ntu.nlp.component.WordWithEmotion@1916bfd5,也一般_小_服务_很老旧_小_离谱_
401,ntu.nlp.component.WordWithEmotion@248c45d1,赞_留下_谢谢_已经收到_很好_
402,ntu.nlp.component.WordWithEmotion@753baf15,是_比较长_应该_比较旧_
403,ntu.nlp.component.WordWithEmotion@2163c7d4,很远_弯弯曲曲_到_走_不方便_需要_到_
404,ntu.nlp.component.WordWithEmotion@1dd4406c,一般_服务_没睡_吵_会_订_起来_多么难受_没法睡_最差_给_希望_一样_严格审查_携程_安排_未评星_涨_是_要_知道_洗澡_更可气_应该_是_太差_
405,ntu.nlp.component.WordWithEmotion@59d181c0,老_携程_给_有_最小_是_可_说_是_便宜_很破_不好_很吵闹_很旧_是_
406,ntu.nlp.component.WordWithEmotion@499d9251,有_还是_小_很完备_
407,ntu.nlp.component.WordWithEmotion@7f12999,换到_太大_号称_没别_感觉_
408,ntu.nlp.component.WordWithEmotion@69e1ffe1,感觉_脏西西_不好_不是_就是_好找_藏_感觉_很重_
409,ntu.nlp.component.WordWithEmotion@74664315,有_基本够_小_用_
410,ntu.nlp.component.WordWithEmotion@65be5366,较小_都不错_
411,ntu.nlp.component.WordWithEmotion@325581b9,打出_不会_再订_勿打扰_不舒服_都一般_请_敲门_
412,ntu.nlp.component.WordWithEmotion@bb7b280,入住_没有发现_相当远_又折_最后问_回去_是_过_为_是_口路_不是_
413,ntu.nlp.component.WordWithEmotion@4927f782,太小_不住_把_一直有_太差_是_进出_送回_钻_喊_不好_打_最可气_不温馨_
414,ntu.nlp.component.WordWithEmotion@5eea9d53,不怎么样_选择_还没有_是_
415,ntu.nlp.component.WordWithEmotion@7cfee4d3,进入_是_然后乘_到_很小_
416,ntu.nlp.component.WordWithEmotion@426118c1,睡觉_好像感觉_不住_说_超小_基本上能_换到_才发现_还是能_所以到_是_是_感觉_毁掉_还是要_到_点评_还有_不了_住_比较强烈_还行_就去_才是_感_在跟_怎么休息_到_吵_感觉_开始_好_怎么睡_受_别住_都是_接受_震_差点被_以后打死_有_还是_差不多_还行_快捷_
417,ntu.nlp.component.WordWithEmotion@74a048f2,小_注意_接线处_锅_送房_还有_要_发现_已坏_
418,ntu.nlp.component.WordWithEmotion@471543af,使_比较一般_洗_太干净_住_太好_太旧_觉得_
419,ntu.nlp.component.WordWithEmotion@450eba9e,一般_不是_招待_就是_
420,ntu.nlp.component.WordWithEmotion@49fdfe7d,洗_也有_很新_专门_很大_有_还有_小_很漂亮_一样_大_有_
421,ntu.nlp.component.WordWithEmotion@424ee67e,也可以_还是不错_也不错_服务_
422,ntu.nlp.component.WordWithEmotion@49fe7c34,住遍_住_先结算_还可以_支付_没有_去_很一般_需要_不会_只能_很大_有_是_相当陈旧_没有遇到_还要_这样_算_再安排_
423,ntu.nlp.component.WordWithEmotion@628c5fdf,服务_可以_
424,ntu.nlp.component.WordWithEmotion@6dea5c04,比较旧_
425,ntu.nlp.component.WordWithEmotion@353f42fc,极大_讲_加装_双层_定_太差_
426,ntu.nlp.component.WordWithEmotion@4c46c9b3,一路上被_拥挤_完备_感觉_难找_很好_也算_住_接送_难找_数次颠醒_
427,ntu.nlp.component.WordWithEmotion@3b642de4,没有_没有_
428,ntu.nlp.component.WordWithEmotion@2e00f232,还打算_撕_将入住_是_离开_一般_给_提供_不了_真是_怎么样_刷_不是_走_当做_又说_刷卡_跟进_没注意_8/29入住_最后会_到_给_结账_另外找_竟然可以_会_都没_不知_仔细想想_不知_发现_回来_不会_就用_卡_回复_要_不知_实际是_打_补充_在离开_都要_点评_
429,ntu.nlp.component.WordWithEmotion@401cc836,连锁_提供_预订_合情合理_更应该_换住_不能_灵活_尤其是_都是_
430,ntu.nlp.component.WordWithEmotion@219c721c,还算_起_对_可以_五星级_
431,ntu.nlp.component.WordWithEmotion@26079d81,太好_不是_花_不佳_不推荐_服务_
432,ntu.nlp.component.WordWithEmotion@3df593a8,很丰富_好_服务_够干净_
433,ntu.nlp.component.WordWithEmotion@45b11a5f,盖_定_让_听_当闹_是_很吵_定_很重_失望_结账_没有给_是_使用_可以_很清楚_没有给_总_
434,ntu.nlp.component.WordWithEmotion@6e3a76b7,一定要_很大_方便_选_是_要_入住_出现_远离点_很响_建议_尤其半夜路_就是_很方便_这样可以_
435,ntu.nlp.component.WordWithEmotion@404820ea,更没有_无障碍_开_关键是_也没有_休息_不满意_招待_背_不敢_帮忙_改建_非常简陋_就是_
436,ntu.nlp.component.WordWithEmotion@3f69039e,没安装_有_再去_太差_不会_再选此_
437,ntu.nlp.component.WordWithEmotion@76c9a98,免费_不提_到_瓶装_符合_缺_瓶装_免费注册_不知_不提供_说明_无法打_服务_诚聘英_才代理_有_远_不提供_
438,ntu.nlp.component.WordWithEmotion@6b1974f6,来_很小_很值_新_还是_还是_健康_一般_坏_不是_是_比较陈旧_比较老_所以感觉_
439,ntu.nlp.component.WordWithEmotion@544df968,希望_满意_主要体现_难以令_增加_
440,ntu.nlp.component.WordWithEmotion@4b314615,不行_可服务_挺好_
441,ntu.nlp.component.WordWithEmotion@ff03344,发出_赠送_非常好吃_吱嘎_太差_
442,ntu.nlp.component.WordWithEmotion@62b5bd88,太差_差_不错_有_
443,ntu.nlp.component.WordWithEmotion@9ae5e59,不住_近_
444,ntu.nlp.component.WordWithEmotion@16b42a06,表扬_设置_把_不错_
445,ntu.nlp.component.WordWithEmotion@e32fb8f,管理_原本看上_是_是_
446,ntu.nlp.component.WordWithEmotion@35217091,被_又潮_都要_是_叮.晚间有_又湿_一样_最差_太阔_
447,ntu.nlp.component.WordWithEmotion@26655ad7,让_凉_觉_暖和_带来_较大_可能_开业_潮湿_首先感谢_不着_反馈_深感_高_不足_停业_睡_入住_冷_有_会_提出_还说_
448,ntu.nlp.component.WordWithEmotion@482eecf2,差_使用_无法下箸_很好_大_差_经常拒绝_
449,ntu.nlp.component.WordWithEmotion@c628e4,心有余悸_住得_有_看_之后觉得_吃_住_住_要_窗前有_好_还算不错_大_这样_住_不好_订_不过去_应该_爱好_
450,ntu.nlp.component.WordWithEmotion@51a69121,不打算_失望_住_再体验_决定_再让_再来_决定_
451,ntu.nlp.component.WordWithEmotion@e823768,较高_有_临_还是秉持_入住_可以_比较旧_
452,ntu.nlp.component.WordWithEmotion@7039449,不清楚_太小_
453,ntu.nlp.component.WordWithEmotion@7bfc4837,还满意_很大_尚可_
454,ntu.nlp.component.WordWithEmotion@6fe95278,可能_坏_没放_下次来_乱_是_是_不住_出来_是_怕怕_脏_不等同_差_总结_了_好像没有_吃饭_搞_坏_
455,ntu.nlp.component.WordWithEmotion@3f257dae,入住_都困难_竟然没_可以_进行_提出_只吃_不得不吃_还算_住_协调会_反馈_只距离_是_豪华_非常抱歉_以为_粗糙_可房间_带来_是_小_很小_弄_可_才打开_工作_不错_大_专门召开_还收600多_
456,ntu.nlp.component.WordWithEmotion@365e4ae5,
457,ntu.nlp.component.WordWithEmotion@68871c45,不错_还有_附送_确实旧_可以_好破_送_带_很温馨_进_都有_换_每到_还好脏_保温_设置_
458,ntu.nlp.component.WordWithEmotion@7e512b9f,适中_小_也无所_属于_有_比较方便_
459,ntu.nlp.component.WordWithEmotion@3071483,经常入_很熟悉_住_
460,ntu.nlp.component.WordWithEmotion@45d3a602,不好_很潮_是_旧_是_
461,ntu.nlp.component.WordWithEmotion@4a37f11e,失望_又便宜_建议_又小_又好_放_说_太多_都没_又好_提前预定_更好_敢_住别_写_玩_又大_把_可以_都是_去_只有_便宜_留着_
462,ntu.nlp.component.WordWithEmotion@1eb70ea3,充点评_难以忍受_
463,ntu.nlp.component.WordWithEmotion@421ff16,住_贵_
464,ntu.nlp.component.WordWithEmotion@53f1ff78,良好_明亮_还是_比较舒适_整洁_
465,ntu.nlp.component.WordWithEmotion@34bb4a56,太烂_是_很差_大型_
466,ntu.nlp.component.WordWithEmotion@740d6f25,免费瓶装_突然不制_这样_有时会_有_到底_推开_强烈要求_再去_订_给_然后换到_还会_肯定会_都是_不知道_没有_窗看_换_大_上网_是否_冷_很美_收费_
467,ntu.nlp.component.WordWithEmotion@1dfc21a9,想_说_出去_实在是_很偏僻_不值得_吃_还要_打车_住_
468,ntu.nlp.component.WordWithEmotion@1405eda0,小_另外收_还干净_
469,ntu.nlp.component.WordWithEmotion@1133ada5,很老_非常一般_不复合_
470,ntu.nlp.component.WordWithEmotion@57cd3475,五星级_比较慢_没有达到_
471,ntu.nlp.component.WordWithEmotion@612f1a5b,实在差_又脏_太差_又小_有点像_
472,ntu.nlp.component.WordWithEmotion@5b6b7e35,比较方便_逛_比较便捷_
473,ntu.nlp.component.WordWithEmotion@6e2af876,很好_
474,ntu.nlp.component.WordWithEmotion@471e437b,彬彬有_大方亲切_
475,ntu.nlp.component.WordWithEmotion@13e064b7,不满意_有_
476,ntu.nlp.component.WordWithEmotion@70f43492,会_不错_推荐_很有_能_很快_有_合理_响应_
